institution,type,nation,word_count,detection_raw,education_raw,detection_per_1k,education_per_1k,detection_keywords,education_keywords,framing_ratio,frame_category
University of the West of Scotland,Post-1992,Scotland,474,6,23,12.66,48.52,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 6, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 4, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 2, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 1, 'understand': 0, 'understanding': 2, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 3, 'learn': 2, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.20689655172413793,Education-dominant
University of Bedfordshire,Post-1992,England,385,1,41,2.6,106.49,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 1, 'skill': 0, 'skills': 0, 'curriculum': 3, 'learning': 13, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 5, 'competence': 0, 'capability': 1, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 3, 'guidance': 1, 'learn': 0, 'teach': 0, 'teaching': 7, 'practice': 3, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.023809523809523808,Education-dominant
Bath Spa University,Post-1992,England,1666,6,15,3.6,9.0,"{'plagiarism': 0, 'detection': 1, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 4, 'opportunity': 0, 'opportunities': 0, 'creativity': 1, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 1, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 1, 'understanding': 1, 'engage': 0, 'engagement': 1, 'support': 0, 'guidance': 1, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.2857142857142857,Education-dominant
Canterbury Christ Church University,Post-1992,England,5629,26,147,4.62,26.11,"{'plagiarism': 3, 'detection': 0, 'misconduct': 7, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 5, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 9, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 1, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 4, 'pedagogy': 0, 'skill': 0, 'skills': 23, 'curriculum': 0, 'learning': 32, 'opportunity': 0, 'opportunities': 0, 'creativity': 4, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 3, 'development': 4, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 3, 'responsible': 2, 'responsibility': 5, 'reflection': 0, 'reflective': 1, 'critical': 7, 'evaluate': 3, 'understand': 3, 'understanding': 6, 'engage': 2, 'engagement': 0, 'support': 6, 'guidance': 25, 'learn': 6, 'teach': 0, 'teaching': 0, 'practice': 3, 'practices': 2, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.15028901734104047,Education-dominant
University of Chester,Post-1992,England,439,4,19,9.11,43.28,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 2, 'declaration': 1, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 2, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 2, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 3, 'understanding': 4, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 3, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 1, 'information literacy': 0, 'media literacy': 0}",0.17391304347826086,Education-dominant
Edge Hill University,Post-1992,England,956,0,24,0.0,25.1,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 4, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 1, 'responsible': 2, 'responsibility': 0, 'reflection': 0, 'reflective': 1, 'critical': 2, 'evaluate': 1, 'understand': 1, 'understanding': 1, 'engage': 0, 'engagement': 2, 'support': 6, 'guidance': 0, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
University of Gloucestershire,Post-1992,England,1771,9,27,5.08,15.25,"{'plagiarism': 0, 'detection': 1, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 1, 'cheating': 0, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 1, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 6, 'opportunity': 0, 'opportunities': 0, 'creativity': 1, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 1, 'responsible': 0, 'responsibility': 2, 'reflection': 1, 'reflective': 0, 'critical': 3, 'evaluate': 1, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 6, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.25,Education-dominant
Liverpool Hope University,Post-1992,England,992,8,28,8.06,28.23,"{'plagiarism': 0, 'detection': 0, 'misconduct': 4, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 1, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 1, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 3, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 1, 'understanding': 2, 'engage': 0, 'engagement': 1, 'support': 2, 'guidance': 5, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 2, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.2222222222222222,Education-dominant
University of the Northampton,Post-1992,England,263,0,8,0.0,30.42,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 1, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 2, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
University of Roehampton,Post-1992,England,299,6,5,20.07,16.72,"{'plagiarism': 2, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 1, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.5454545454545454,Balanced
University of Winchester,Post-1992,England,8941,271,134,30.31,14.99,"{'plagiarism': 8, 'detection': 0, 'misconduct': 39, 'penalty': 97, 'penalties': 17, 'turnitin': 2, 'contract cheating': 1, 'breach': 4, 'disciplinary': 1, 'sanction': 1, 'sanctions': 3, 'suspicious': 0, 'investigation': 12, 'academic integrity': 59, 'collusion': 2, 'unfair': 4, 'cheat': 0, 'cheating': 4, 'detect': 0, 'detected': 0, 'offence': 4, 'offences': 2, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 8, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 2, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 7, 'opportunity': 4, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 5, 'ethics': 81, 'responsible': 1, 'responsibility': 1, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 1, 'engage': 1, 'engagement': 1, 'support': 8, 'guidance': 2, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 18, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.6691358024691358,Detection-dominant
York St John University,Post-1992,England,1719,19,52,11.05,30.25,"{'plagiarism': 1, 'detection': 0, 'misconduct': 5, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 3, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 5, 'collusion': 0, 'unfair': 2, 'cheat': 0, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 2, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 1, 'learning': 9, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 2, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 1, 'responsible': 6, 'responsibility': 1, 'reflection': 1, 'reflective': 1, 'critical': 3, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 1, 'engagement': 0, 'support': 6, 'guidance': 2, 'learn': 3, 'teach': 0, 'teaching': 0, 'practice': 4, 'practices': 1, 'digital literacy': 1, 'information literacy': 0, 'media literacy': 0}",0.2676056338028169,Education-dominant
University of Worcester,Post-1992,England,1826,17,111,9.31,60.79,"{'plagiarism': 1, 'detection': 0, 'misconduct': 2, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 2, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 1, 'academic integrity': 8, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 2, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 1, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 6, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 19, 'opportunity': 0, 'opportunities': 2, 'creativity': 1, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 8, 'development': 6, 'competence': 0, 'capability': 1, 'ethical': 5, 'ethics': 1, 'responsible': 3, 'responsibility': 4, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 3, 'understanding': 3, 'engage': 0, 'engagement': 0, 'support': 9, 'guidance': 10, 'learn': 2, 'teach': 1, 'teaching': 13, 'practice': 6, 'practices': 2, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.1328125,Education-dominant
University of Cumbria,Post-1992,England,2402,7,46,2.91,19.15,"{'plagiarism': 1, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 5, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 4, 'pedagogy': 0, 'skill': 0, 'skills': 6, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 3, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 4, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 3, 'critical': 7, 'evaluate': 2, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 5, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 3, 'practices': 3, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.1320754716981132,Education-dominant
University of Suffolk,Post-1992,England,1089,2,23,1.84,21.12,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 6, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 5, 'ethics': 1, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 1, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 2, 'guidance': 0, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 5, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.08,Education-dominant
Solent University,Post-1992,England,3774,29,125,7.68,33.12,"{'plagiarism': 3, 'detection': 1, 'misconduct': 8, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 1, 'breach': 2, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 7, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 2, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 2, 'unauthorized': 0, 'declare': 0, 'declaration': 1, 'disclose': 0, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 4, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 25, 'opportunity': 1, 'opportunities': 1, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 1, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 5, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 23, 'ethics': 5, 'responsible': 3, 'responsibility': 1, 'reflection': 2, 'reflective': 0, 'critical': 2, 'evaluate': 1, 'understand': 1, 'understanding': 3, 'engage': 5, 'engagement': 1, 'support': 6, 'guidance': 4, 'learn': 3, 'teach': 0, 'teaching': 18, 'practice': 0, 'practices': 4, 'digital literacy': 0, 'information literacy': 1, 'media literacy': 0}",0.18831168831168832,Education-dominant
St Mary's University Twickenham,Post-1992,England,2603,21,55,8.07,21.13,"{'plagiarism': 0, 'detection': 1, 'misconduct': 5, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 4, 'cheat': 0, 'cheating': 3, 'detect': 1, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 2, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 1, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 9, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 3, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 5, 'understanding': 3, 'engage': 3, 'engagement': 1, 'support': 2, 'guidance': 17, 'learn': 1, 'teach': 0, 'teaching': 1, 'practice': 3, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.27631578947368424,Education-dominant
Buckinghamshire New University,Post-1992,England,1713,15,27,8.76,15.76,"{'plagiarism': 3, 'detection': 0, 'misconduct': 6, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 1, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 2, 'skills': 0, 'curriculum': 0, 'learning': 3, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 3, 'understanding': 3, 'engage': 1, 'engagement': 1, 'support': 3, 'guidance': 5, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.35714285714285715,Education-dominant
